"Estacao;Data;Hora;Precipitacao;TempMaxima;Temp Comp Media;Umidade Relativa Media;"
"83967;22/10/2019;0000;;23.2;17.52;79.5;"
"83967;22/10/2019;1200;12.8;;;;"
"83967;23/10/2019;0000;;26.9;18.9;75.5;"
"83967;23/10/2019;1200;0;;;;"
"83967;24/10/2019;0000;;27.8;21.38;63.75;"
"83967;24/10/2019;1200;0;;;;"
"83967;25/10/2019;0000;;27.4;20.9;66;"
"83967;25/10/2019;1200;0;;;;"
"83967;26/10/2019;0000;;31.2;21.74;69;"
"83967;26/10/2019;1200;0;;;;"
"83967;27/10/2019;0000;;22.3;20.88;92.75;"
"83967;27/10/2019;1200;5;;;;"
"83967;28/10/2019;0000;;29.7;24.6;73.5;"
"83967;28/10/2019;1200;18.2;;;;"
"83967;29/10/2019;0000;;26.1;22.34;89;"
"83967;29/10/2019;1200;0.2;;;;"
"83967;30/10/2019;0000;;21.6;20.42;95;"
"83967;30/10/2019;1200;15.2;;;;"
"83967;31/10/2019;0000;;20.9;19.82;91;"
"83967;31/10/2019;1200;49.1;;;;"
"83967;01/11/2019;0000;;25.4;21.12;82;"
"83967;01/11/2019;1200;0;;;;"
"83967;02/11/2019;0000;;32.9;25.3;77.25;"
"83967;02/11/2019;1200;0;;;;"
"83967;03/11/2019;0000;;24.1;20.66;75;"
"83967;03/11/2019;1200;2.6;;;;"
"83967;04/11/2019;0000;;21.9;20.56;93.5;"
"83967;04/11/2019;1200;0.1;;;;"
"83967;05/11/2019;0000;;25.3;20.74;81.75;"
"83967;05/11/2019;1200;38.5;;;;"
"83967;06/11/2019;0000;;26.4;19.84;64.25;"
"83967;06/11/2019;1200;0.1;;;;"
"83967;07/11/2019;0000;;26;21.02;87.5;"
"83967;07/11/2019;1200;6.2;;;;"
"83967;08/11/2019;0000;;28.9;22.6;78.25;"
"83967;08/11/2019;1200;1.5;;;;"
"83967;09/11/2019;0000;;28.3;23.62;78;"
"83967;09/11/2019;1200;0;;;;"
"83967;10/11/2019;0000;;23.1;20.32;89.25;"
"83967;10/11/2019;1200;0.8;;;;"
"83967;11/11/2019;0000;;25;21.04;79.25;"
"83967;11/11/2019;1200;2.5;;;;"
"83967;12/11/2019;0000;;30.3;23.48;72;"
"83967;12/11/2019;1200;0.1;;;;"
"83967;13/11/2019;0000;;31.1;25.44;65.75;"
"83967;13/11/2019;1200;0;;;;"
"83967;14/11/2019;0000;;29.2;22.68;84.75;"
"83967;14/11/2019;1200;14;;;;"
"83967;15/11/2019;0000;;25.1;20.72;73;"
"83967;15/11/2019;1200;9;;;;"
"83967;16/11/2019;0000;;26.7;20.64;66;"
"83967;16/11/2019;1200;0;;;;"
"83967;17/11/2019;0000;;30.1;21.66;59.25;"
"83967;17/11/2019;1200;0;;;;"
"83967;18/11/2019;0000;;31.8;23.4;59.5;"
"83967;18/11/2019;1200;0;;;;"
"83967;19/11/2019;0000;;32.3;24;69;"
"83967;19/11/2019;1200;0;;;;"
"83967;20/11/2019;0000;;34.1;25.42;68.25;"
"83967;20/11/2019;1200;0;;;;"
"83967;21/11/2019;0000;;34.5;26.54;64.5;"
"83967;21/11/2019;1200;0;;;;"
"83967;22/11/2019;0000;;33.5;25.58;78;"
"83967;22/11/2019;1200;0.4;;;;"
"83967;23/11/2019;0000;;25.1;20.72;68;"
"83967;23/11/2019;1200;11.6;;;;"
"83967;24/11/2019;0000;;24.8;19.3;62;"
"83967;24/11/2019;1200;0;;;;"
"83967;25/11/2019;0000;;28.1;21.48;66.5;"
"83967;25/11/2019;1200;0;;;;"
"83967;26/11/2019;0000;;28.6;22.98;75.75;"
"83967;26/11/2019;1200;0;;;;"
"83967;27/11/2019;0000;;24.5;20.84;80.75;"
"83967;27/11/2019;1200;3;;;;"
"83967;28/11/2019;0000;;27.6;20.06;54.75;"
"83967;28/11/2019;1200;0.5;;;;"
"83967;29/11/2019;0000;;32.2;23.96;58.75;"
"83967;29/11/2019;1200;0;;;;"
"83967;30/11/2019;0000;;32.7;27.46;63.5;"
"83967;30/11/2019;1200;0;;;;"
"83967;01/12/2019;0000;;28.3;22.62;60.75;"
"83967;01/12/2019;1200;0;;;;"
"83967;02/12/2019;0000;;25.5;19.58;58;"
"83967;02/12/2019;1200;0;;;;"
"83967;03/12/2019;0000;;28.5;20.88;54;"
"83967;03/12/2019;1200;0;;;;"
"83967;04/12/2019;0000;;33.2;24.88;74.5;"
"83967;04/12/2019;1200;0;;;;"
"83967;05/12/2019;0000;;27.3;22.14;68;"
"83967;05/12/2019;1200;6.7;;;;"
"83967;06/12/2019;0000;;29.1;22.98;52;"
"83967;06/12/2019;1200;0;;;;"
"83967;07/12/2019;0000;;29.5;22;61.25;"
"83967;07/12/2019;1200;0;;;;"
"83967;08/12/2019;0000;;32.3;23.66;61;"
"83967;08/12/2019;1200;0;;;;"
"83967;09/12/2019;0000;;34.2;26.4;58;"
"83967;09/12/2019;1200;0;;;;"
"83967;10/12/2019;0000;;35.1;26.2;51;"
"83967;10/12/2019;1200;0;;;;"
"83967;11/12/2019;0000;;35.4;26.78;60;"
"83967;11/12/2019;1200;0;;;;"
"83967;12/12/2019;0000;;33;28.22;56;"
"83967;12/12/2019;1200;0;;;;"
"83967;13/12/2019;0000;;28.2;21.18;58;"
"83967;13/12/2019;1200;0;;;;"
"83967;14/12/2019;0000;;32.3;24.3;66.75;"
"83967;14/12/2019;1200;0;;;;"
"83967;15/12/2019;0000;;34.6;26.68;68.25;"
"83967;15/12/2019;1200;0;;;;"
"83967;16/12/2019;0000;;27.6;23.12;73.25;"
"83967;16/12/2019;1200;8;;;;"
"83967;17/12/2019;0000;;28.3;23.1;65.75;"
"83967;17/12/2019;1200;0.1;;;;"
"83967;18/12/2019;0000;;28.5;22.52;63.5;"
"83967;18/12/2019;1200;0;;;;"
"83967;19/12/2019;0000;;32.4;24.4;63.5;"
"83967;19/12/2019;1200;0;;;;"
"83967;20/12/2019;0000;;35.6;27.54;61.25;"
"83967;20/12/2019;1200;0;;;;"
"83967;21/12/2019;0000;;29.7;25.38;67.75;"
"83967;21/12/2019;1200;4.3;;;;"
"83967;22/12/2019;0000;;26.6;21.98;53.25;"
"83967;22/12/2019;1200;0;;;;"
"83967;23/12/2019;0000;;30.1;22.82;51.75;"
"83967;23/12/2019;1200;0;;;;"
"83967;24/12/2019;0000;;34.3;24.64;54;"
"83967;24/12/2019;1200;0;;;;"
"83967;25/12/2019;0000;;37.2;28.62;49;"
"83967;25/12/2019;1200;0;;;;"
"83967;26/12/2019;0000;;35.4;28.56;63.25;"
"83967;26/12/2019;1200;0;;;;"
"83967;27/12/2019;0000;;38.8;28.4;63.75;"
"83967;27/12/2019;1200;0;;;;"
"83967;28/12/2019;0000;;39;29.32;58.25;"
"83967;28/12/2019;1200;0;;;;"
"83967;29/12/2019;0000;;38.3;29.5;44;"
"83967;29/12/2019;1200;0;;;;"
"83967;30/12/2019;0000;;36.4;28.48;67.75;"
"83967;30/12/2019;1200;0;;;;"
"83967;31/12/2019;0000;;40.3;28.62;68.75;"
"83967;31/12/2019;1200;0;;;;"
"83967;01/01/2020;0000;;34.4;27.48;72.75;"
"83967;01/01/2020;1200;1.3;;;;"
"83967;02/01/2020;0000;;27.8;23.88;73.25;"
"83967;02/01/2020;1200;0.7;;;;"
"83967;03/01/2020;0000;;27.9;23.3;71;"
"83967;03/01/2020;1200;0.8;;;;"
"83967;04/01/2020;0000;;29.1;23.88;71.5;"
"83967;04/01/2020;1200;0.1;;;;"
"83967;05/01/2020;0000;;32.6;25.7;65;"
"83967;05/01/2020;1200;0.1;;;;"
"83967;06/01/2020;0000;;36.2;28.4;61;"
"83967;06/01/2020;1200;0;;;;"
"83967;07/01/2020;0000;;31.6;26.18;67.25;"
"83967;07/01/2020;1200;0.1;;;;"
"83967;08/01/2020;0000;;31.7;25.56;62.75;"
"83967;08/01/2020;1200;0;;;;"
"83967;09/01/2020;0000;;37.7;28.86;65.25;"
"83967;09/01/2020;1200;0;;;;"
"83967;10/01/2020;0000;;36.8;27.84;76.75;"
"83967;10/01/2020;1200;0.6;;;;"
"83967;11/01/2020;0000;;31.8;26.54;77.75;"
"83967;11/01/2020;1200;17.3;;;;"
"83967;12/01/2020;0000;;32.7;27.04;57.75;"
"83967;12/01/2020;1200;3.2;;;;"
"83967;13/01/2020;0000;;31.6;24.92;68.25;"
"83967;13/01/2020;1200;0;;;;"
"83967;14/01/2020;0000;;35;26.92;66.25;"
"83967;14/01/2020;1200;0;;;;"
"83967;15/01/2020;0000;;35;27.66;73;"
"83967;15/01/2020;1200;0;;;;"
"83967;16/01/2020;0000;;25.4;22.1;64.25;"
"83967;16/01/2020;1200;17.8;;;;"
"83967;17/01/2020;0000;;27.1;20.88;62;"
"83967;17/01/2020;1200;0;;;;"
"83967;18/01/2020;0000;;30.8;23.34;66;"
"83967;18/01/2020;1200;0;;;;"
"83967;19/01/2020;0000;;34.4;25.94;67;"
"83967;19/01/2020;1200;0;;;;"
"83967;20/01/2020;0000;;35.6;27.54;67.5;"
"83967;20/01/2020;1200;0;;;;"
"83967;21/01/2020;0000;;31;25.16;81.5;"
"83967;21/01/2020;1200;0;;;;"
"83967;22/01/2020;0000;;29.4;23.96;75;"
"83967;22/01/2020;1200;6.3;;;;"
"83967;23/01/2020;0000;;28.2;23.74;74.25;"
"83967;23/01/2020;1200;0;;;;"
"83967;24/01/2020;0000;;30.4;24.3;70;"
"83967;24/01/2020;1200;1.4;;;;"
"83967;25/01/2020;0000;;32;25.54;57;"
"83967;25/01/2020;1200;0;;;;"
"83967;26/01/2020;0000;;34.1;27.54;65.25;"
"83967;26/01/2020;1200;0;;;;"
"83967;27/01/2020;0000;;33.2;26.42;82;"
"83967;27/01/2020;1200;0;;;;"
"83967;28/01/2020;0000;;30.6;24.8;73;"
"83967;28/01/2020;1200;14.8;;;;"
"83967;29/01/2020;0000;;27.5;24.8;81.5;"
"83967;29/01/2020;1200;0;;;;"
"83967;30/01/2020;0000;;28.5;25.68;79.75;"
"83967;30/01/2020;1200;2;;;;"
"83967;31/01/2020;0000;;30.3;;82.5;"
"83967;31/01/2020;1200;6.3;;;;"
"83967;01/02/2020;0000;;30.1;24.72;71.75;"
"83967;01/02/2020;1200;2.2;;;;"
"83967;02/02/2020;0000;;33;25.72;71.25;"
"83967;02/02/2020;1200;0;;;;"
"83967;03/02/2020;0000;;31.4;25.56;73.25;"
"83967;03/02/2020;1200;0.2;;;;"
"83967;04/02/2020;0000;;33;26.16;70.75;"
"83967;04/02/2020;1200;0;;;;"
"83967;05/02/2020;0000;;35.4;27.56;67.25;"
"83967;05/02/2020;1200;0;;;;"
"83967;06/02/2020;0000;;36.8;28.2;69.25;"
"83967;06/02/2020;1200;0;;;;"
"83967;07/02/2020;0000;;35;28.48;66.5;"
"83967;07/02/2020;1200;0;;;;"
"83967;08/02/2020;0000;;36.4;28;74.25;"
"83967;08/02/2020;1200;0;;;;"
"83967;09/02/2020;0000;;27.8;23.96;72.5;"
"83967;09/02/2020;1200;30.4;;;;"
"83967;10/02/2020;0000;;27.3;22.12;73.75;"
"83967;10/02/2020;1200;0;;;;"
"83967;11/02/2020;0000;;27.9;22.68;69.75;"
"83967;11/02/2020;1200;0;;;;"
"83967;12/02/2020;0000;;29.5;23.56;71.75;"
"83967;12/02/2020;1200;0;;;;"
"83967;13/02/2020;0000;;32.7;25.14;61;"
"83967;13/02/2020;1200;0;;;;"
"83967;14/02/2020;0000;;30.8;26.06;62.75;"
"83967;14/02/2020;1200;0;;;;"
"83967;15/02/2020;0000;;35.4;28.54;62.75;"
"83967;15/02/2020;1200;0.2;;;;"
"83967;16/02/2020;0000;;37.4;29.74;61.5;"
"83967;16/02/2020;1200;0;;;;"
"83967;17/02/2020;0000;;37.8;29.52;64.75;"
"83967;17/02/2020;1200;0;;;;"
"83967;18/02/2020;0000;;34;27.84;79;"
"83967;18/02/2020;1200;0.6;;;;"
"83967;19/02/2020;0000;;32.4;25.92;66;"
"83967;19/02/2020;1200;9;;;;"
"83967;20/02/2020;0000;;30.5;24.12;67.25;"
"83967;20/02/2020;1200;0;;;;"
"83967;21/02/2020;0000;;26.5;21.1;61.75;"
"83967;21/02/2020;1200;0;;;;"
"83967;22/02/2020;0000;;25.4;19.36;63;"
"83967;22/02/2020;1200;0;;;;"
"83967;23/02/2020;0000;;28;21.38;67.75;"
"83967;23/02/2020;1200;0;;;;"
"83967;24/02/2020;0000;;34.5;24.3;69.75;"
"83967;24/02/2020;1200;0;;;;"
"83967;25/02/2020;0000;;34;25.36;77.25;"
"83967;25/02/2020;1200;1.5;;;;"
"83967;26/02/2020;0000;;26;21.52;70.5;"
"83967;26/02/2020;1200;40.6;;;;"
"83967;27/02/2020;0000;;27.9;21.12;64.75;"
"83967;27/02/2020;1200;0;;;;"
"83967;28/02/2020;0000;;30.6;22.28;64.75;"
"83967;28/02/2020;1200;0;;;;"
"83967;29/02/2020;0000;;30.6;22.8;70;"
"83967;29/02/2020;1200;0;;;;"
"83967;01/03/2020;0000;;30.8;;68;"
"83967;01/03/2020;1200;0;;;;"
"83967;02/03/2020;0000;;29.2;;66;"
"83967;02/03/2020;1200;0;;;;"
"83967;03/03/2020;0000;;30;;70;"
"83967;03/03/2020;1200;0;;;;"
"83967;04/03/2020;0000;;29.7;;67;"
"83967;04/03/2020;1200;0;;;;"
"83967;05/03/2020;0000;;28.8;;67;"
"83967;05/03/2020;1200;0;;;;"
"83967;06/03/2020;0000;;29.8;;70;"
"83967;06/03/2020;1200;0;;;;"

