"Estacao;Data;Hora;Precipitacao;TempMaxima;Temp Comp Media;Umidade Relativa Media;"
"83967;16/01/2019;0000;;31.9;27.72;76.75;"
"83967;16/01/2019;1200;33.8;;;;"
"83967;17/01/2019;0000;;28;24.14;89.5;"
"83967;17/01/2019;1200;5.4;;;;"
"83967;18/01/2019;0000;;28.8;24.92;88.5;"
"83967;18/01/2019;1200;14.7;;;;"
"83967;19/01/2019;0000;;24.8;21;92.5;"
"83967;19/01/2019;1200;13.1;;;;"
"83967;20/01/2019;0000;;28.6;23.28;77.5;"
"83967;20/01/2019;1200;6.4;;;;"
"83967;21/01/2019;0000;;29.8;24.56;82;"
"83967;21/01/2019;1200;0;;;;"
"83967;22/01/2019;0000;;34;26.68;72.5;"
"83967;22/01/2019;1200;0;;;;"
"83967;23/01/2019;0000;;34.9;28.48;65.25;"
"83967;23/01/2019;1200;0;;;;"
"83967;24/01/2019;0000;;31.6;26.96;82.5;"
"83967;24/01/2019;1200;0;;;;"
"83967;25/01/2019;0000;;31.7;26.66;69.5;"
"83967;25/01/2019;1200;6;;;;"
"83967;26/01/2019;0000;;35.7;28.44;67.75;"
"83967;26/01/2019;1200;0;;;;"
"83967;27/01/2019;0000;;35.3;28.82;61.75;"
"83967;27/01/2019;1200;0;;;;"
"83967;28/01/2019;0000;;36.1;30.62;59;"
"83967;28/01/2019;1200;0;;;;"
"83967;29/01/2019;0000;;37.3;30.44;63.25;"
"83967;29/01/2019;1200;0;;;;"
"83967;30/01/2019;0000;;38.4;32.42;52.25;"
"83967;30/01/2019;1200;0;;;;"
"83967;31/01/2019;0000;;36.7;27.84;75.75;"
"83967;31/01/2019;1200;0;;;;"
"83967;01/02/2019;0000;;36;27.46;80;"
"83967;01/02/2019;1200;15.9;;;;"
"83967;02/02/2019;0000;;31;24.92;84.5;"
"83967;02/02/2019;1200;2.1;;;;"
"83967;03/02/2019;0000;;25.6;22.18;72.25;"
"83967;03/02/2019;1200;21.4;;;;"
"83967;04/02/2019;0000;;26.6;22.38;66;"
"83967;04/02/2019;1200;0;;;;"
"83967;05/02/2019;0000;;28.6;23.14;63.5;"
"83967;05/02/2019;1200;0;;;;"
"83967;06/02/2019;0000;;30.2;23.72;70;"
"83967;06/02/2019;1200;0;;;;"
"83967;07/02/2019;0000;;32.4;25.56;65;"
"83967;07/02/2019;1200;0;;;;"
"83967;08/02/2019;0000;;34.5;26.88;61;"
"83967;08/02/2019;1200;0;;;;"
"83967;09/02/2019;0000;;37.3;29.4;55.25;"
"83967;09/02/2019;1200;0;;;;"
"83967;10/02/2019;0000;;29.8;26.4;84.75;"
"83967;10/02/2019;1200;0;;;;"
"83967;11/02/2019;0000;;34.7;26.62;75.75;"
"83967;11/02/2019;1200;4.4;;;;"
"83967;12/02/2019;0000;;25.3;22.18;72.75;"
"83967;12/02/2019;1200;14.7;;;;"
"83967;13/02/2019;0000;;27;21.58;66.75;"
"83967;13/02/2019;1200;1.5;;;;"
"83967;14/02/2019;0000;;31;24.44;65.25;"
"83967;14/02/2019;1200;0;;;;"
"83967;15/02/2019;0000;;25.4;22.76;83;"
"83967;15/02/2019;1200;5;;;;"
"83967;16/02/2019;0000;;28.6;23.98;78;"
"83967;16/02/2019;1200;1.6;;;;"
"83967;17/02/2019;0000;;29.4;24.52;69.75;"
"83967;17/02/2019;1200;3.8;;;;"
"83967;18/02/2019;0000;;31.7;25.86;72.5;"
"83967;18/02/2019;1200;0;;;;"
"83967;19/02/2019;0000;;32.3;26.18;70.25;"
"83967;19/02/2019;1200;0;;;;"
"83967;20/02/2019;0000;;33.8;27.56;65.75;"
"83967;20/02/2019;1200;0;;;;"
"83967;21/02/2019;0000;;35.2;26.54;67;"
"83967;21/02/2019;1200;0;;;;"
"83967;22/02/2019;0000;;34.3;27.38;62.5;"
"83967;22/02/2019;1200;0;;;;"
"83967;23/02/2019;0000;;35.9;29.34;57;"
"83967;23/02/2019;1200;0;;;;"
"83967;24/02/2019;0000;;32;26.14;81.5;"
"83967;24/02/2019;1200;0;;;;"
"83967;25/02/2019;0000;;24;20.76;94.5;"
"83967;25/02/2019;1200;31.8;;;;"
"83967;26/02/2019;0000;;24.9;21.28;70.75;"
"83967;26/02/2019;1200;8.7;;;;"
"83967;27/02/2019;0000;;24.7;21.2;70.25;"
"83967;27/02/2019;1200;0.2;;;;"
"83967;28/02/2019;0000;;29.2;22.38;67.25;"
"83967;28/02/2019;1200;0;;;;"
"83967;01/03/2019;0000;;31.4;23.9;69;"
"83967;01/03/2019;1200;0;;;;"
"83967;02/03/2019;0000;;31.5;25.58;54.5;"
"83967;02/03/2019;1200;0;;;;"
"83967;03/03/2019;0000;;29.9;23.86;73;"
"83967;03/03/2019;1200;0;;;;"
"83967;04/03/2019;0000;;35.7;27.64;64.5;"
"83967;04/03/2019;1200;0;;;;"
"83967;05/03/2019;0000;;34.9;25.68;75.75;"
"83967;05/03/2019;1200;0;;;;"
"83967;06/03/2019;0000;;31.7;25.7;76;"
"83967;06/03/2019;1200;15.4;;;;"
"83967;07/03/2019;0000;;33.7;26.9;70.5;"
"83967;07/03/2019;1200;0;;;;"
"83967;08/03/2019;0000;;30.1;24.72;84;"
"83967;08/03/2019;1200;0.1;;;;"
"83967;09/03/2019;0000;;23.6;21.08;88.75;"
"83967;09/03/2019;1200;40.9;;;;"
"83967;10/03/2019;0000;;24.9;21.24;71.5;"
"83967;10/03/2019;1200;7.3;;;;"
"83967;11/03/2019;0000;;27.2;22.06;73;"
"83967;11/03/2019;1200;0;;;;"
"83967;12/03/2019;0000;;28.8;24.22;70.75;"
"83967;12/03/2019;1200;0;;;;"
"83967;13/03/2019;0000;;28;24.4;77;"
"83967;13/03/2019;1200;0.3;;;;"
"83967;14/03/2019;0000;;28.9;23.26;72;"
"83967;14/03/2019;1200;0.8;;;;"
"83967;15/03/2019;0000;;30.2;24.1;75.75;"
"83967;15/03/2019;1200;0;;;;"
"83967;16/03/2019;0000;;31;25.16;74.5;"
"83967;16/03/2019;1200;0;;;;"
"83967;17/03/2019;0000;;25.7;23.04;88;"
"83967;17/03/2019;1200;0;;;;"
"83967;18/03/2019;0000;;27.7;23.52;90.5;"
"83967;18/03/2019;1200;10.1;;;;"
"83967;19/03/2019;0000;;29.9;23.96;75.25;"
"83967;19/03/2019;1200;0.7;;;;"
"83967;20/03/2019;0000;;25.2;20.74;75.5;"
"83967;20/03/2019;1200;0;;;;"
"83967;21/03/2019;0000;;24.1;18.46;65.75;"
"83967;21/03/2019;1200;0.6;;;;"
"83967;22/03/2019;0000;;26.3;20.04;72;"
"83967;22/03/2019;1200;0;;;;"
"83967;23/03/2019;0000;;27.7;20.8;74.75;"
"83967;23/03/2019;1200;0;;;;"
"83967;24/03/2019;0000;;29.6;23.14;62.5;"
"83967;24/03/2019;1200;0;;;;"
"83967;25/03/2019;0000;;25.2;20.18;64;"
"83967;25/03/2019;1200;0;;;;"
"83967;26/03/2019;0000;;27.1;20.18;75.5;"
"83967;26/03/2019;1200;0;;;;"
"83967;27/03/2019;0000;;24.4;20.04;82.25;"
"83967;27/03/2019;1200;0;;;;"
"83967;28/03/2019;0000;;27.6;22.1;74.25;"
"83967;28/03/2019;1200;1.9;;;;"
"83967;29/03/2019;0000;;29.1;23.14;73.25;"
"83967;29/03/2019;1200;0;;;;"
"83967;30/03/2019;0000;;32.1;24.68;68.5;"
"83967;30/03/2019;1200;0;;;;"
"83967;31/03/2019;0000;;30.2;24.78;76;"
"83967;31/03/2019;1200;0.1;;;;"
"83967;01/04/2019;0000;;31.4;24.72;79;"
"83967;01/04/2019;1200;0;;;;"
"83967;02/04/2019;0000;;32.9;25.84;70;"
"83967;02/04/2019;1200;0;;;;"
"83967;03/04/2019;0000;;32.6;26.54;72.5;"
"83967;03/04/2019;1200;0;;;;"
"83967;04/04/2019;0000;;34;26.8;76.5;"
"83967;04/04/2019;1200;0;;;;"
"83967;05/04/2019;0000;;25.7;22.02;85.75;"
"83967;05/04/2019;1200;50.7;;;;"
"83967;06/04/2019;0000;;24;20.92;93.5;"
"83967;06/04/2019;1200;0.1;;;;"
"83967;07/04/2019;0000;;24.6;21.8;81.75;"
"83967;07/04/2019;1200;6.4;;;;"
"83967;08/04/2019;0000;;26.2;20.68;72.5;"
"83967;08/04/2019;1200;0.2;;;;"
"83967;09/04/2019;0000;;26.5;20.28;70.75;"
"83967;09/04/2019;1200;0;;;;"
"83967;10/04/2019;0000;;29.4;22.58;67;"
"83967;10/04/2019;1200;0;;;;"
"83967;11/04/2019;0000;;31;23.1;76.75;"
"83967;11/04/2019;1200;0;;;;"
"83967;12/04/2019;0000;;24.1;21.96;83.5;"
"83967;12/04/2019;1200;24;;;;"
"83967;13/04/2019;0000;;30.3;23.38;82;"
"83967;13/04/2019;1200;0;;;;"
"83967;14/04/2019;0000;;32.2;24.76;68.75;"
"83967;14/04/2019;1200;0;;;;"
"83967;15/04/2019;0000;;26.9;23.16;87.25;"
"83967;15/04/2019;1200;0;;;;"
"83967;16/04/2019;0000;;22.6;19.52;94;"
"83967;16/04/2019;1200;52.7;;;;"
"83967;17/04/2019;0000;;24.7;20.1;82.75;"
"83967;17/04/2019;1200;15.2;;;;"
"83967;18/04/2019;0000;;26.2;20.16;82.25;"
"83967;18/04/2019;1200;0.1;;;;"
"83967;19/04/2019;0000;;27;21.46;75.75;"
"83967;19/04/2019;1200;0.1;;;;"
"83967;20/04/2019;0000;;27.1;22.12;82.75;"
"83967;20/04/2019;1200;0;;;;"
"83967;21/04/2019;0000;;23;20.5;82.25;"
"83967;21/04/2019;1200;0;;;;"
"83967;22/04/2019;0000;;21.4;19.08;76.5;"
"83967;22/04/2019;1200;0.4;;;;"
"83967;23/04/2019;0000;;25;21.06;79.25;"
"83967;23/04/2019;1200;0;;;;"
"83967;24/04/2019;0000;;29.2;22.64;81.25;"
"83967;24/04/2019;1200;0;;;;"
"83967;25/04/2019;0000;;23;22.28;91.5;"
"83967;25/04/2019;1200;0;;;;"
"83967;26/04/2019;0000;;25.7;22.9;92;"
"83967;26/04/2019;1200;14.9;;;;"
"83967;27/04/2019;0000;;23.2;21.66;91.5;"
"83967;27/04/2019;1200;73.7;;;;"
"83967;28/04/2019;0000;;24.2;19.78;83.5;"
"83967;28/04/2019;1200;2.5;;;;"
"83967;29/04/2019;0000;;24.8;18.82;81.5;"
"83967;29/04/2019;1200;0.1;;;;"
"83967;30/04/2019;0000;;25.2;18.64;85.25;"
"83967;30/04/2019;1200;0;;;;"
"83967;01/05/2019;0000;;27.1;20.96;74.75;"
"83967;01/05/2019;1200;0.4;;;;"
"83967;02/05/2019;0000;;25.6;19.86;79.75;"
"83967;02/05/2019;1200;0.1;;;;"
"83967;03/05/2019;0000;;28.6;22.52;87.75;"
"83967;03/05/2019;1200;0;;;;"
"83967;04/05/2019;0000;;28.5;23.74;89;"
"83967;04/05/2019;1200;43;;;;"
"83967;05/05/2019;0000;;30;23.84;86.5;"
"83967;05/05/2019;1200;0;;;;"
"83967;06/05/2019;0000;;24.8;21.84;86;"
"83967;06/05/2019;1200;12;;;;"
"83967;07/05/2019;0000;;22.9;18.32;77.5;"
"83967;07/05/2019;1200;1.5;;;;"
"83967;08/05/2019;0000;;22.1;18.66;81.75;"
"83967;08/05/2019;1200;0;;;;"
"83967;09/05/2019;0000;;25.5;21.32;82.75;"
"83967;09/05/2019;1200;0;;;;"
"83967;10/05/2019;0000;;21.6;20.32;94.5;"
"83967;10/05/2019;1200;5.6;;;;"
"83967;11/05/2019;0000;;20.6;18.28;89;"
"83967;11/05/2019;1200;18.6;;;;"
"83967;12/05/2019;0000;;21.5;17.6;84;"
"83967;12/05/2019;1200;0.9;;;;"
"83967;13/05/2019;0000;;21.7;19.38;89.75;"
"83967;13/05/2019;1200;0.7;;;;"
"83967;14/05/2019;0000;;20.5;17.68;94.25;"
"83967;14/05/2019;1200;3;;;;"
"83967;15/05/2019;0000;;22.9;18.96;91.75;"
"83967;15/05/2019;1200;2.2;;;;"
"83967;16/05/2019;0000;;23.9;18.72;77.75;"
"83967;16/05/2019;1200;1.7;;;;"
"83967;17/05/2019;0000;;25.3;19.08;72;"
"83967;17/05/2019;1200;0;;;;"
"83967;18/05/2019;0000;;26.9;19.92;82.25;"
"83967;18/05/2019;1200;0;;;;"
"83967;19/05/2019;0000;;28.1;20.94;80;"
"83967;19/05/2019;1200;0;;;;"
"83967;20/05/2019;0000;;25.8;20.08;88;"
"83967;20/05/2019;1200;0;;;;"
"83967;21/05/2019;0000;;21.7;19.38;90.25;"
"83967;21/05/2019;1200;6;;;;"
"83967;22/05/2019;0000;;22.7;19.62;94.5;"
"83967;22/05/2019;1200;3.6;;;;"
"83967;23/05/2019;0000;;19.9;18.06;89.5;"
"83967;23/05/2019;1200;9.2;;;;"
"83967;24/05/2019;0000;;18;16.7;89.25;"
"83967;24/05/2019;1200;34.5;;;;"
"83967;25/05/2019;0000;;20.6;15.2;82.75;"
"83967;25/05/2019;1200;7.2;;;;"
"83967;26/05/2019;0000;;24;16.48;80.5;"
"83967;26/05/2019;1200;0.1;;;;"
"83967;27/05/2019;0000;;25.3;19.52;90.75;"
"83967;27/05/2019;1200;4.1;;;;"
"83967;28/05/2019;0000;;20.1;18.18;92.5;"
"83967;28/05/2019;1200;66.2;;;;"
"83967;29/05/2019;0000;;22.1;17.24;81.25;"
"83967;29/05/2019;1200;0.3;;;;"
"83967;30/05/2019;0000;;16.8;15.64;93.5;"
"83967;30/05/2019;1200;0.2;;;;"
"83967;31/05/2019;0000;;17.6;15.94;94.5;"
"83967;31/05/2019;1200;24;;;;"
"83967;01/06/2019;0000;;19.8;16.9;89.25;"
"83967;01/06/2019;1200;4.1;;;;"
"83967;02/06/2019;0000;;21.4;17.58;88.5;"
"83967;02/06/2019;1200;0.8;;;;"
"83967;03/06/2019;0000;;22.1;16.84;84.75;"
"83967;03/06/2019;1200;1.8;;;;"
"83967;04/06/2019;0000;;20.9;14.82;88.5;"
"83967;04/06/2019;1200;0.3;;;;"
"83967;05/06/2019;0000;;23.2;15.8;80;"
"83967;05/06/2019;1200;0.1;;;;"
"83967;06/06/2019;0000;;25;16.94;82.25;"
"83967;06/06/2019;1200;0;;;;"
"83967;07/06/2019;0000;;25.9;18.9;75;"
"83967;07/06/2019;1200;0;;;;"
"83967;08/06/2019;0000;;20.2;16.9;88;"
"83967;08/06/2019;1200;0;;;;"
"83967;09/06/2019;0000;;24;18.78;81.5;"
"83967;09/06/2019;1200;0.2;;;;"
"83967;10/06/2019;0000;;26.2;19.66;81;"
"83967;10/06/2019;1200;0;;;;"
"83967;11/06/2019;0000;;27;19.68;83;"
"83967;11/06/2019;1200;0;;;;"
"83967;12/06/2019;0000;;27.7;20.56;79.75;"
"83967;12/06/2019;1200;0;;;;"
"83967;13/06/2019;0000;;28.8;21.74;78.75;"
"83967;13/06/2019;1200;0;;;;"
"83967;14/06/2019;0000;;30.3;22.7;78.25;"
"83967;14/06/2019;1200;0;;;;"
"83967;15/06/2019;0000;;29.5;22.32;81.75;"
"83967;15/06/2019;1200;0;;;;"
"83967;16/06/2019;0000;;29.6;20.82;86;"
"83967;16/06/2019;1200;0;;;;"
"83967;17/06/2019;0000;;26;19.96;87.5;"
"83967;17/06/2019;1200;0;;;;"
"83967;18/06/2019;0000;;27.2;21.82;73;"
"83967;18/06/2019;1200;0;;;;"
"83967;19/06/2019;0000;;23.6;16.3;67.25;"
"83967;19/06/2019;1200;9.4;;;;"
"83967;20/06/2019;0000;;19.6;13.52;79;"
"83967;20/06/2019;1200;0;;;;"
"83967;21/06/2019;0000;;25.1;15.9;80;"
"83967;21/06/2019;1200;0;;;;"
"83967;22/06/2019;0000;;27.7;19.24;84.75;"
"83967;22/06/2019;1200;0;;;;"
"83967;23/06/2019;0000;;28.1;19.96;79.25;"
"83967;23/06/2019;1200;0.1;;;;"
"83967;24/06/2019;0000;;27.9;20.48;71.75;"
"83967;24/06/2019;1200;0;;;;"
"83967;25/06/2019;0000;;29.1;18.5;70.75;"
"83967;25/06/2019;1200;0;;;;"
"83967;26/06/2019;0000;;13.9;9.2;72.5;"
"83967;26/06/2019;1200;16.2;;;;"
"83967;27/06/2019;0000;;21.3;12.1;83.75;"
"83967;27/06/2019;1200;0;;;;"
"83967;28/06/2019;0000;;22.8;17.44;93.75;"
"83967;28/06/2019;1200;0.2;;;;"
"83967;29/06/2019;0000;;30.4;24.46;65.75;"
"83967;29/06/2019;1200;4;;;;"
"83967;30/06/2019;0000;;27.1;18.66;92.75;"
"83967;30/06/2019;1200;7.2;;;;"
"83967;01/07/2019;0000;;16.6;12;83.75;"
"83967;01/07/2019;1200;26.4;;;;"
"83967;02/07/2019;0000;;15.7;10.68;85.25;"
"83967;02/07/2019;1200;0.3;;;;"
"83967;03/07/2019;0000;;14.7;10.56;63.5;"
"83967;03/07/2019;1200;0;;;;"
"83967;04/07/2019;0000;;13.6;8.42;64.5;"
"83967;04/07/2019;1200;0;;;;"
"83967;05/07/2019;0000;;10.9;7.8;58.5;"
"83967;05/07/2019;1200;0;;;;"
"83967;06/07/2019;0000;;11.9;6.68;73.5;"
"83967;06/07/2019;1200;0;;;;"
"83967;07/07/2019;0000;;13.9;6.78;75.75;"
"83967;07/07/2019;1200;0;;;;"
"83967;08/07/2019;0000;;19.7;9.94;78;"
"83967;08/07/2019;1200;0;;;;"
"83967;09/07/2019;0000;;19.9;10.98;85.25;"
"83967;09/07/2019;1200;0;;;;"
"83967;10/07/2019;0000;;21.6;13.18;80;"
"83967;10/07/2019;1200;0.1;;;;"
"83967;11/07/2019;0000;;26.3;17.28;74;"
"83967;11/07/2019;1200;0;;;;"
"83967;12/07/2019;0000;;28.1;18.48;77;"
"83967;12/07/2019;1200;0;;;;"
"83967;13/07/2019;0000;;18.1;14.7;92.75;"
"83967;13/07/2019;1200;3;;;;"
"83967;14/07/2019;0000;;13.7;11.18;91.75;"
"83967;14/07/2019;1200;15.7;;;;"
"83967;15/07/2019;0000;;14.1;10.74;82;"
"83967;15/07/2019;1200;0.8;;;;"
"83967;16/07/2019;0000;;16.7;10.22;84.25;"
"83967;16/07/2019;1200;0;;;;"
"83967;17/07/2019;0000;;18.3;12.24;88.5;"
"83967;17/07/2019;1200;0;;;;"
"83967;18/07/2019;0000;;23.5;15.5;84.5;"
"83967;18/07/2019;1200;0;;;;"
"83967;19/07/2019;0000;;21.5;16.3;86.25;"
"83967;19/07/2019;1200;0;;;;"
"83967;20/07/2019;0000;;28.7;18.86;75.5;"
"83967;20/07/2019;1200;0;;;;"
"83967;21/07/2019;0000;;28.6;19.6;73.25;"
"83967;21/07/2019;1200;0;;;;"
"83967;22/07/2019;0000;;26.4;19.94;80.5;"
"83967;22/07/2019;1200;0;;;;"
"83967;23/07/2019;0000;;18.8;18.1;95;"
"83967;23/07/2019;1200;5.2;;;;"
"83967;24/07/2019;0000;;18.4;16.2;96;"
"83967;24/07/2019;1200;79.4;;;;"
"83967;25/07/2019;0000;;20;17.84;90.5;"
"83967;25/07/2019;1200;18.2;;;;"
"83967;26/07/2019;0000;;20.2;15.26;88.75;"
"83967;26/07/2019;1200;0;;;;"
"83967;27/07/2019;0000;;14.1;12.2;88;"
"83967;27/07/2019;1200;1.2;;;;"
"83967;28/07/2019;0000;;17.3;12.32;83.25;"
"83967;28/07/2019;1200;0.2;;;;"
"83967;29/07/2019;0000;;23.9;16.08;83.25;"
"83967;29/07/2019;1200;0;;;;"
"83967;30/07/2019;0000;;20.6;16.22;87.5;"
"83967;30/07/2019;1200;7.8;;;;"
"83967;31/07/2019;0000;;24;16.32;80;"
"83967;31/07/2019;1200;0;;;;"
"83967;01/08/2019;0000;;29.6;17.1;77.5;"
"83967;01/08/2019;1200;0;;;;"
"83967;02/08/2019;0000;;16;11.64;71.25;"
"83967;02/08/2019;1200;15.8;;;;"
"83967;03/08/2019;0000;;15.3;10.82;67;"
"83967;03/08/2019;1200;0;;;;"
"83967;04/08/2019;0000;;16.2;9.38;76.25;"
"83967;04/08/2019;1200;0;;;;"
"83967;05/08/2019;0000;;22.1;13;79.5;"
"83967;05/08/2019;1200;0;;;;"
"83967;06/08/2019;0000;;28.3;18.18;72.5;"
"83967;06/08/2019;1200;0.2;;;;"
"83967;07/08/2019;0000;;29.9;21.32;72.75;"
"83967;07/08/2019;1200;0;;;;"
"83967;08/08/2019;0000;;27.4;19.58;88.25;"
"83967;08/08/2019;1200;0;;;;"
"83967;09/08/2019;0000;;22.4;19.9;93;"
"83967;09/08/2019;1200;10.3;;;;"
"83967;10/08/2019;0000;;20.4;14.66;79.75;"
"83967;10/08/2019;1200;5.6;;;;"
"83967;11/08/2019;0000;;20.2;14.28;80.25;"
"83967;11/08/2019;1200;0;;;;"
"83967;12/08/2019;0000;;19.1;15.06;94.5;"
"83967;12/08/2019;1200;1.5;;;;"
"83967;13/08/2019;0000;;14.2;10.14;62.25;"
"83967;13/08/2019;1200;15.2;;;;"
"83967;14/08/2019;0000;;14.3;9.04;84;"
"83967;14/08/2019;1200;0;;;;"
"83967;15/08/2019;0000;;22.7;14.04;77.75;"
"83967;15/08/2019;1200;0.1;;;;"
"83967;16/08/2019;0000;;28.1;18.14;71.5;"
"83967;16/08/2019;1200;0;;;;"
"83967;17/08/2019;0000;;30.2;23.26;51.5;"
"83967;17/08/2019;1200;0;;;;"
"83967;18/08/2019;0000;;26;15.24;74.25;"
"83967;18/08/2019;1200;0;;;;"
"83967;19/08/2019;0000;;14.4;10.54;75.75;"
"83967;19/08/2019;1200;0.1;;;;"
"83967;20/08/2019;0000;;16.1;11.06;76.25;"
"83967;20/08/2019;1200;0;;;;"
"83967;21/08/2019;0000;;16.1;10.92;82.75;"
"83967;21/08/2019;1200;0;;;;"
"83967;22/08/2019;0000;;19.9;13.76;71.5;"
"83967;22/08/2019;1200;0;;;;"
"83967;23/08/2019;0000;;18.2;13.04;83;"
"83967;23/08/2019;1200;0;;;;"
"83967;24/08/2019;0000;;21.5;14.38;73;"
"83967;24/08/2019;1200;0;;;;"
"83967;25/08/2019;0000;;25.1;17.42;67;"
"83967;25/08/2019;1200;0;;;;"
"83967;26/08/2019;0000;;23.6;18.14;69;"
"83967;26/08/2019;1200;0;;;;"
"83967;27/08/2019;0000;;26;18.7;78;"
"83967;27/08/2019;1200;0;;;;"
"83967;28/08/2019;0000;;28.8;19.76;77.5;"
"83967;28/08/2019;1200;0;;;;"
"83967;29/08/2019;0000;;32.8;24.16;65;"
"83967;29/08/2019;1200;0;;;;"
"83967;30/08/2019;0000;;28.5;21.56;74;"
"83967;30/08/2019;1200;0;;;;"
"83967;31/08/2019;0000;;18.7;15.88;89.25;"
"83967;31/08/2019;1200;28.6;;;;"
"83967;01/09/2019;0000;;20.7;14.86;70.75;"
"83967;01/09/2019;1200;1;;;;"
"83967;02/09/2019;0000;;21;13.84;69.75;"
"83967;02/09/2019;1200;0;;;;"
"83967;03/09/2019;0000;;17.9;12.66;70.25;"
"83967;03/09/2019;1200;0;;;;"
"83967;04/09/2019;0000;;17.6;11.18;60;"
"83967;04/09/2019;1200;0;;;;"
"83967;05/09/2019;0000;;16.2;11.3;70;"
"83967;05/09/2019;1200;0;;;;"
"83967;06/09/2019;0000;;19.8;15;86.25;"
"83967;06/09/2019;1200;0;;;;"
"83967;07/09/2019;0000;;20.9;17.54;93.25;"
"83967;07/09/2019;1200;9.8;;;;"
"83967;08/09/2019;0000;;27.5;21.58;86;"
"83967;08/09/2019;1200;9;;;;"
"83967;09/09/2019;0000;;36.2;26.02;62.25;"
"83967;09/09/2019;1200;1.6;;;;"
"83967;10/09/2019;0000;;29;19.06;81.75;"
"83967;10/09/2019;1200;0;;;;"
"83967;11/09/2019;0000;;19;17.86;94.75;"
"83967;11/09/2019;1200;0.2;;;;"
"83967;12/09/2019;0000;;18.2;15.86;94.25;"
"83967;12/09/2019;1200;26.2;;;;"
"83967;13/09/2019;0000;;20;15.08;73.5;"
"83967;13/09/2019;1200;2.8;;;;"
"83967;14/09/2019;0000;;23.8;18.34;82.75;"
"83967;14/09/2019;1200;0.2;;;;"
"83967;15/09/2019;0000;;32.4;23.98;70;"
"83967;15/09/2019;1200;0;;;;"
"83967;16/09/2019;0000;;27;20.56;84;"
"83967;16/09/2019;1200;0;;;;"
"83967;17/09/2019;0000;;16.4;13.96;93;"
"83967;17/09/2019;1200;10;;;;"
"83967;18/09/2019;0000;;17.7;14.32;88.25;"
"83967;18/09/2019;1200;30.9;;;;"
"83967;19/09/2019;0000;;27.7;19.34;78.25;"
"83967;19/09/2019;1200;0.1;;;;"
"83967;20/09/2019;0000;;21.5;14.68;71.75;"
"83967;20/09/2019;1200;0;;;;"
"83967;21/09/2019;0000;;21.7;15.22;71.25;"
"83967;21/09/2019;1200;0;;;;"
"83967;22/09/2019;0000;;20.4;13.44;69;"
"83967;22/09/2019;1200;0;;;;"
"83967;23/09/2019;0000;;21.2;14.16;70.75;"
"83967;23/09/2019;1200;0;;;;"
"83967;24/09/2019;0000;;25.2;17.86;69;"
"83967;24/09/2019;1200;0;;;;"
"83967;25/09/2019;0000;;25.1;18;76.25;"
"83967;25/09/2019;1200;0;;;;"
"83967;26/09/2019;0000;;26.3;19.82;62.75;"
"83967;26/09/2019;1200;0;;;;"
"83967;27/09/2019;0000;;23.2;17.1;72.5;"
"83967;27/09/2019;1200;0;;;;"
"83967;28/09/2019;0000;;24.7;18.2;68.5;"
"83967;28/09/2019;1200;0;;;;"
"83967;29/09/2019;0000;;28.3;19.48;76.25;"
"83967;29/09/2019;1200;0;;;;"
"83967;30/09/2019;0000;;34.7;23.66;65.25;"
"83967;30/09/2019;1200;0.1;;;;"
"83967;01/10/2019;0000;;36.8;27.9;54;"
"83967;01/10/2019;1200;0;;;;"
"83967;02/10/2019;0000;;28.8;23;88.75;"
"83967;02/10/2019;1200;0;;;;"
"83967;03/10/2019;0000;;20.8;18.02;93.5;"
"83967;03/10/2019;1200;10.8;;;;"
"83967;04/10/2019;0000;;23.2;20.18;95.75;"
"83967;04/10/2019;1200;21.5;;;;"
"83967;05/10/2019;0000;;21;17.74;93.25;"
"83967;05/10/2019;1200;64.7;;;;"
"83967;06/10/2019;0000;;19.1;17.12;87.75;"
"83967;06/10/2019;1200;8.9;;;;"
"83967;07/10/2019;0000;;27.7;21.06;71.25;"
"83967;07/10/2019;1200;1.1;;;;"
"83967;08/10/2019;0000;;28.7;20.68;72.25;"
"83967;08/10/2019;1200;0;;;;"
"83967;09/10/2019;0000;;29.1;21.52;70.25;"
"83967;09/10/2019;1200;0;;;;"
"83967;10/10/2019;0000;;32.2;23.78;65.5;"
"83967;10/10/2019;1200;0.1;;;;"
"83967;11/10/2019;0000;;36.8;26.62;54.5;"
"83967;11/10/2019;1200;0;;;;"
"83967;12/10/2019;0000;;38.4;29.28;54.75;"
"83967;12/10/2019;1200;0;;;;"
"83967;13/10/2019;0000;;30.4;23.88;79;"
"83967;13/10/2019;1200;0;;;;"
"83967;14/10/2019;0000;;21.6;15.52;92.25;"
"83967;14/10/2019;1200;1.8;;;;"
"83967;15/10/2019;0000;;18.9;16.14;88;"
"83967;15/10/2019;1200;29.5;;;;"
"83967;16/10/2019;0000;;20.7;18.86;89;"
"83967;16/10/2019;1200;0.4;;;;"
"83967;17/10/2019;0000;;23.6;20.46;93.5;"
"83967;17/10/2019;1200;21.1;;;;"
"83967;18/10/2019;0000;;28.5;22.7;77.5;"
"83967;18/10/2019;1200;18.8;;;;"
"83967;19/10/2019;0000;;22.8;17.74;71;"
"83967;19/10/2019;1200;0;;;;"
"83967;20/10/2019;0000;;22;17.38;67.75;"
"83967;20/10/2019;1200;0;;;;"
"83967;21/10/2019;0000;;19.8;17.58;89.5;"
"83967;21/10/2019;1200;0.9;;;;"
